feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantis	Hemoglobin	Hemoglobin	-0.193931017709329	0.180452420814671	246	52	0.283614504271945	0.582505905511175
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Spot	Spot	-0.740666800503098	0.689473185117233	246	205	0.283816707153317	0.582505905511175
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_globosa	Poryphyrins	Poryphyrins	-0.29129391859163	0.27303898663512	246	119	0.287131459605042	0.586746895714652
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	Hemoglobin	Hemoglobin	-0.403993081815166	0.381631869296747	246	175	0.290874382497581	0.589271378335617
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	Poryphyrins	Poryphyrins	0.234456318546825	0.220913752300695	246	58	0.289647259101222	0.589271378335617
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa	Wrinkle	Wrinkle	0.429828666454982	0.408804466782702	246	76	0.294147631827043	0.590809345977394
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	Hemoglobin	Hemoglobin	-0.313661506629222	0.297928102608057	246	204	0.293531975127944	0.590809345977394
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa	Lightening	Lightening	-0.45758978780588	0.436393791792801	246	76	0.295469817319657	0.590939634639313
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Melanin	Melanin	0.297581166383885	0.285543658898416	246	77	0.29841289826314	0.594296873659643
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Grease	Grease	-0.283457675842643	0.274490801199337	246	88	0.302824969845084	0.600538969734976
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	Melanin	Melanin	0.209568776375952	0.205307021718913	246	79	0.308449102938061	0.606573549710831
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Hemoglobin	Hemoglobin	0.0518790793244808	0.0507588852679773	246	246	0.307846458429532	0.606573549710831
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	Spot	Spot	-0.326107051347179	0.324607453816853	246	64	0.316277756617472	0.609317774696459
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Hemoglobin	Hemoglobin	-0.24094333795535	0.238141338521208	246	124	0.312702703653146	0.609317774696459
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Melanin	Melanin	0.255712855748471	0.255483152174637	246	62	0.317941811661474	0.609317774696459
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Grease	Grease	0.290843822159027	0.28978002255636	246	77	0.316579608071731	0.609317774696459
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	Spot	Spot	-0.705800376703707	0.706555156451694	246	155	0.318919516117721	0.609317774696459
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_parvus	Hemoglobin	Hemoglobin	0.213932734457267	0.212088624486427	246	53	0.314185082651155	0.609317774696459
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	Grease	Grease	-0.244187640354912	0.24372847330002	246	110	0.317430156541695	0.609317774696459
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Hemoglobin	Hemoglobin	0.246033075279675	0.250583872938064	246	66	0.327196607630872	0.622600832334049
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	Grease	Grease	-0.154413237715348	0.15798570912169	246	58	0.329382490889898	0.624232946444565
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Pore	Pore	-0.0763182126430093	0.0789518183668283	246	246	0.33503717439366	0.629012225078774
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	Wrinkle	Wrinkle	-0.341692607481183	0.354980485585112	246	204	0.336797307994024	0.629012225078774
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantis	Texture	Texture	0.178554412860821	0.185691879400713	246	52	0.337257618552875	0.629012225078774
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_1	Wrinkle	Wrinkle	0.280788967101312	0.289778859309803	246	54	0.333554949340786	0.629012225078774
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_accolens	Pore	Pore	-0.426463711250117	0.455007196378632	246	170	0.349633648992276	0.629608486691072
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	Spot	Spot	-0.449969317013895	0.479996088005507	246	55	0.349494619291404	0.629608486691072
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Texture	Texture	0.0496738585323114	0.0522380779386381	246	246	0.342649232419969	0.629608486691072
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantis	Lightening	Lightening	-0.2149579919909	0.228705681178624	246	52	0.348263237235678	0.629608486691072
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantis	UVspot	UVspot	0.255799207099255	0.269948039419419	246	52	0.344340954071866	0.629608486691072
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	Wrinkle	Wrinkle	-0.254587683660099	0.268857263560257	246	72	0.344672038915832	0.629608486691072
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	Lightening	Lightening	-0.252760681658206	0.267285972339085	246	63	0.345341068559608	0.629608486691072
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	Poryphyrins	Poryphyrins	0.239075400066113	0.251569334951303	246	53	0.342927253852797	0.629608486691072
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	UVspot	UVspot	0.268274721510794	0.28434316550959	246	240	0.346415624352349	0.629608486691072
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	Pore	Pore	-0.433069636051705	0.463454258152978	246	204	0.351180809408866	0.629980841305981
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	Poryphyrins	Poryphyrins	0.181236201852675	0.196119920166944	246	51	0.356395461028832	0.63690443605913
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	Texture	Texture	-0.281696235273491	0.30660517624297	246	204	0.359174272427889	0.637026068079651
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	Spot	Spot	-0.554373899498048	0.601708352881511	246	204	0.357908186353041	0.637026068079651
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Lightening	Lightening	0.293147819243095	0.320165062418054	246	66	0.360819820608335	0.637538780774126
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	Wrinkle	Wrinkle	-0.253492403855078	0.279127393040745	246	55	0.364732898929912	0.64019313722903
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Poryphyrins	Poryphyrins	0.169811573868433	0.1871035107196	246	93	0.365046299526341	0.64019313722903
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_accolens	Spot	Spot	-0.524843319740067	0.58853295080996	246	170	0.373447383690504	0.652491711280807
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Texture	Texture	-0.303987058469362	0.346412532189515	246	205	0.381097445233086	0.663391849109446
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	Poryphyrins	Poryphyrins	-0.227309963875026	0.266030689803912	246	60	0.393746084247046	0.668673921585099
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Texture	Texture	-0.22040614081	0.259707148818018	246	57	0.396934566300747	0.668673921585099
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Poryphyrins	Poryphyrins	0.194819493275164	0.225498699075199	246	124	0.388535164492873	0.668673921585099
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	Pore	Pore	-0.306259006910805	0.360204684473329	246	72	0.396059462620848	0.668673921585099
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Texture	Texture	-0.260455137494211	0.306676607030714	246	77	0.396591408536396	0.668673921585099
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sphaerophysae	Texture	Texture	-0.245857264403999	0.283417964566655	246	76	0.386574108347334	0.668673921585099
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_pickettii	Hemoglobin	Hemoglobin	-0.280267189921232	0.330174823457701	246	113	0.396896762424624	0.668673921585099
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae	Texture	Texture	-0.225508165409805	0.262306777255702	246	98	0.390825303046813	0.668673921585099
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	Melanin	Melanin	0.134725371466583	0.158750621031587	246	246	0.396936221536687	0.668673921585099
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Pore	Pore	0.361776406641606	0.429143253298108	246	62	0.400077086494759	0.670796583401596
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	Hemoglobin	Hemoglobin	0.136227141099032	0.162422339197989	246	58	0.402477950040957	0.670796583401596
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	Texture	Texture	-0.183671782963231	0.21861454545371	246	63	0.401673616792513	0.670796583401596
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	Poryphyrins	Poryphyrins	-0.239051586567961	0.287036899500646	246	204	0.405792072971302	0.671557303860957
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantis	Wrinkle	Wrinkle	0.179572987164966	0.215469614823288	246	52	0.405463830142777	0.671557303860957
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	UVspot	UVspot	-0.242485225050235	0.293394938303674	246	206	0.409688257216512	0.673263919201961
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	Pore	Pore	-0.3383313727753	0.409559243937766	246	53	0.40966730364804	0.673263919201961
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	Wrinkle	Wrinkle	-0.373186548008118	0.45580622969698	246	175	0.413765732582597	0.677595450570803
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	Texture	Texture	-0.211295679965178	0.260409177050539	246	70	0.417958456485878	0.682084981070704
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.s__Escherichia_coli	Grease	Grease	-0.238882986144844	0.29676395920111	246	93	0.421846086483088	0.686047268674918
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	Melanin	Melanin	0.150824362031465	0.196096662298019	246	51	0.442592647081804	0.697662449364469
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	Spot	Spot	-0.322805832564959	0.417557129489719	246	51	0.440270491410129	0.697662449364469
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	Poryphyrins	Poryphyrins	-0.189471035023969	0.240291255390901	246	70	0.431225224573438	0.697662449364469
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	UVspot	UVspot	0.272380549135807	0.352812358842455	246	55	0.440877377902938	0.697662449364469
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	UVspot	UVspot	-0.0575748354888905	0.0749198268515875	246	246	0.443221332081653	0.697662449364469
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Lightening	Lightening	-0.289765576455256	0.380239712438345	246	77	0.446800450304866	0.697662449364469
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sphaerophysae	Poryphyrins	Poryphyrins	-0.198307052010024	0.259984351197504	246	76	0.446411504626698	0.697662449364469
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Wrinkle	Wrinkle	-0.256826311094734	0.337023766286244	246	88	0.446800845231288	0.697662449364469
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_flavescens	Texture	Texture	-0.2400203624997	0.311921257671276	246	78	0.442375505584274	0.697662449364469
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.s__Escherichia_coli	Melanin	Melanin	-0.228511074713916	0.298109391280061	246	93	0.444140391328897	0.697662449364469
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Hemoglobin	Hemoglobin	-0.153475216277933	0.195698067675895	246	93	0.433686501361988	0.697662449364469
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	UVspot	UVspot	0.190451075284953	0.246308826946053	246	246	0.440218219864375	0.697662449364469
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae	Hemoglobin	Hemoglobin	0.192688300274551	0.254989988035873	246	98	0.450604203100138	0.701271441910811
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_1	Melanin	Melanin	0.173966827433713	0.231093796315618	246	54	0.452340187727722	0.701649796145311
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	Spot	Spot	0.296911035802122	0.395926228271579	246	50	0.454230144263794	0.702263709881524
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	Texture	Texture	0.165903457208136	0.222380990117423	246	79	0.456395007136607	0.703297224112149
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Grease	Grease	0.179924652050469	0.243469105636287	246	66	0.460654717556755	0.707541559645996
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa	Melanin	Melanin	0.240449054993897	0.327878578542857	246	76	0.464079708045413	0.710480334792652
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Poryphyrins	Poryphyrins	0.193427152970791	0.268239940678041	246	88	0.471591962223939	0.719637085211856
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	Poryphyrins	Poryphyrins	0.108944585309016	0.153704306004371	246	239	0.479155786832843	0.728813009098498
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	Texture	Texture	-0.116258691931784	0.167527193717863	246	64	0.488402131630552	0.734367464146637
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	Wrinkle	Wrinkle	0.249051171257782	0.359447453835977	246	163	0.489076092796391	0.734367464146637
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Hemoglobin	Hemoglobin	-0.206929248252912	0.298141597222707	246	77	0.488330653037858	0.734367464146637
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	Melanin	Melanin	0.17277727264947	0.251158736286979	246	53	0.492182449374874	0.734367464146637
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	Texture	Texture	-0.247635713515786	0.358900184517423	246	155	0.490888396488324	0.734367464146637
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	Hemoglobin	Hemoglobin	-0.131911700613887	0.189192997605986	246	240	0.486348698323223	0.734367464146637
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	Hemoglobin	Hemoglobin	0.205618212396277	0.300921477507353	246	163	0.495096375155369	0.736377520009568
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	Hemoglobin	Hemoglobin	-0.138995926570968	0.205255463255913	246	51	0.498954726452877	0.737448809537271
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	Pore	Pore	-0.323887715657893	0.477086182505091	246	163	0.497886909375365	0.737448809537271
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	Grease	Grease	0.152721142641758	0.229798937280775	246	53	0.5069769735806	0.742957264575502
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Hemoglobin	Hemoglobin	0.187322308462051	0.282164397853098	246	88	0.507422516747698	0.742957264575502
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Spot	Spot	-0.335557459473896	0.507301761479496	246	66	0.509004764241089	0.742957264575502
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	Lightening	Lightening	0.224094223930051	0.338511972167925	246	110	0.508621185033536	0.742957264575502
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	Spot	Spot	-0.305149875564774	0.464397304538312	246	72	0.511767405983508	0.74467703037848
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	Lightening	Lightening	-0.291328507943971	0.445572935005038	246	155	0.513871488500674	0.745430862948509
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Spot	Spot	0.330450917719505	0.509509189152147	246	57	0.517292850689914	0.748085045613107
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Wrinkle	Wrinkle	-0.191886640199275	0.300632077729878	246	57	0.52393470516191	0.7484781502313
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Poryphyrins	Poryphyrins	0.162752038808951	0.254634542482408	246	62	0.523374318515298	0.7484781502313
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	Texture	Texture	-0.251835493537545	0.392915989242734	246	175	0.522186528279173	0.7484781502313
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	Wrinkle	Wrinkle	0.127184167593299	0.19782152552539	246	246	0.520904770395491	0.7484781502313
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	Poryphyrins	Poryphyrins	0.113440943916842	0.17982267998627	246	240	0.528775775424469	0.751186020683813
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	Spot	Spot	-0.212020014950304	0.336292681755119	246	246	0.529026750736898	0.751186020683813
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Texture	Texture	0.125098348421367	0.201315561632587	246	93	0.534936577528679	0.757289733248431
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	Pore	Pore	0.269417331916678	0.440700864774676	246	60	0.541581600584709	0.760399425811282
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Lightening	Lightening	-0.205968740157084	0.337241049852346	246	52	0.541986824780382	0.760399425811282
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	Wrinkle	Wrinkle	-0.191290022424428	0.31259307958014	246	53	0.541173386650921	0.760399425811282
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Grease	Grease	-0.115007335540039	0.190306387354821	246	93	0.546209986707026	0.764043731405662
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	Wrinkle	Wrinkle	-0.115241207836886	0.191989916443478	246	64	0.549012131631921	0.765684575273005
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	Wrinkle	Wrinkle	-0.167104585278476	0.282283198358774	246	53	0.554443492401329	0.766859219314622
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	UVspot	UVspot	0.212036087385834	0.359949955327824	246	124	0.556380837843162	0.766859219314622
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantis	Poryphyrins	Poryphyrins	0.102310339726642	0.172073051774213	246	52	0.552712113341395	0.766859219314622
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_flavescens	Pore	Pore	0.281075192989108	0.476962866072068	246	78	0.556255251939824	0.766859219314622
