M00933	Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol	K12501 K12502
M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K24528 K24559 K24560 K24561 K24562 K24529 K24292 K24530 K24531 K21540 K21539 K24390
M00935	Methanofuran biosynthesis	K09733 K19793 K07144 K18933 K06914 K07072
M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	K01593 K24541 K22450 K22588 K13066
M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	K15316 K17643 K17644 K17645 K17652 K17646 K24440 K24855 K17648 K24439 K24856 K24438 K24857 K24858 K17649 K17650 K17651
M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	K00525 K00526 K10807 K10808 K00940 K18533 K01520 K00560 K13998 K03465 K00943
M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate	K09018 K09024 K09020 K09021 K09023 K09019 K16066
M00940	Flavanone biosynthesis, p-coumaroyl-CoA => liquiritigenin	K00660 K08243 K01859
M00941	Isoflavone biosynthesis, liquiritigenin/naringenin => daidzein/genistein	K13257 K13258
M00942	Pterocarpan biosynthesis, daidzein => medicarpin	K13259 K13260 K05281 K13265 K25075
M00943	Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline	K13382 K13383 K13384 K13385 K13386
M00944	Morphine biosynthesis, (S)-reticuline => morphine	K22093 K13391 K13392 K13393 K01742 K14975 K14976 K13394
M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine	K00307 K21070 K13395 K13396 K21692 K21693 K22089
M00946	Noscapine biosynthesis, (S)-reticuline => noscapine	K00307 K13397 K13395 K13396 K20621 K22094 K22095 K22096 K23157 K23158 K22097 K22098
M00947	D-Arginine racemization, D-arginine => L-arginine	K19746 K19744
M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate	K12658 K21060 K22549 K21061 K22550 K21062 K13877
M00949	Staphylopine biosynthesis, L-histidine => staphylopine	K01780 K23120 K23122
M00950	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin	K00652 K25570 K01935 K01012
